LogP,MolWt,TPSA,NumHDonors,NumAcceptors,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,RingCount,MaxPartialCharge,MinAbsEStateIndex,FpDensityMorgan1,SlogP_VSA1,SlogP_VSA2,NumRadicalElectrons
2.3705,401.4380000000002,83.80000000000001,2,6,0.5238095238095238,29,2,7,5,0.34072311785880255,0.05985029814394882,1.3103448275862069,20.3823516805574,48.42883991874713,0
3.4841000000000024,348.50699999999995,46.53,1,3,0.6666666666666666,25,1,4,2,0.34284637154552017,0.060765043671790364,1.16,0.0,48.84768670541501,0
4.747620000000005,567.7960000000004,101.89999999999999,4,6,0.5625,40,4,7,4,0.251521733277959,0.012365883591984428,1.05,10.633577208012662,69.49626369623441,0
1.9077999999999993,239.31499999999997,72.72,4,4,0.5384615384615384,17,4,4,1,0.15726164766806983,0.07042328042328116,1.1764705882352942,5.316788604006331,27.40326384281804,0
3.0740000000000016,490.6260000000003,124.68,3,5,0.5416666666666666,34,3,9,3,0.32840989347473404,0.006391757985342972,1.088235294117647,15.355672072464749,50.41846911018017,0
1.8436999999999997,410.4570000000001,94.83000000000001,3,5,0.7272727272727273,29,3,5,4,0.18990619228869715,0.04087480053749948,1.2758620689655173,0.0,57.03840645475287,0
2.8669000000000056,613.8030000000005,118.02999999999999,4,7,0.4722222222222222,45,4,9,5,0.23859013760972772,0.07124852016408312,1.0,10.633577208012662,86.7789367117108,0
-7.3659000000000106,573.6610000000003,188.31,2,11,0.6875,30,2,13,0,3.0,0.0,0.5666666666666667,25.95315939253478,117.42015613367757,0
0.3355999999999997,213.28099999999995,82.86,2,3,0.9,15,4,5,2,0.18550013070655322,0.018703703703703445,1.2666666666666666,11.46733495432437,31.00227047948823,0
4.195500000000004,404.5470000000002,72.83,1,5,0.75,29,1,5,3,0.3084308049809095,0.08536371171517354,1.3103448275862069,0.0,35.35703713398931,0
2.3528000000000002,184.491,9.23,0,1,1.0,10,0,1,0,0.404702516427719,2.525462962962963,1.2,0.0,18.350951813682208,0
-0.6531999999999971,525.6420000000005,172.46,3,13,0.5,34,4,13,4,0.3521585022061427,0.0009168947592499421,1.411764705882353,11.050456081168516,101.44276628577693,0
1.0820999999999996,159.229,63.31999999999999,2,2,0.875,11,3,3,0,0.30317194033499517,0.14583333333333282,1.5454545454545454,5.733667477162185,17.62058908870513,0
2.472200000000001,300.745,52.9,1,3,0.125,21,1,4,3,0.27805646025180286,0.4680522486772476,1.1904761904761905,4.899909730850478,30.000965280374974,0
0.5983,360.2440000000002,109.57,2,5,0.3333333333333333,20,3,7,2,0.24621620657704474,0.01758727796674253,1.45,10.455762341614273,40.234260999736165,0
0.6725999999999999,153.137,83.55,3,3,0.0,11,4,4,1,0.33897181287083294,0.1396296296296291,1.4545454545454546,5.733667477162185,16.182360077633263,0
3.1938000000000013,313.39700000000005,39.72,1,4,0.3684210526315789,23,1,4,3,0.16176369246964092,0.027006802721088796,1.0869565217391304,14.790514511606428,32.40724312859929,0
1.6169999999999998,211.224,69.53999999999999,1,3,0.08333333333333333,16,1,4,2,0.2655914419903696,0.12260393046107332,1.375,5.559266895052008,9.967957041894417,0
1.2271999999999998,356.0580000000003,40.620000000000005,0,2,0.8,16,0,4,1,0.22303045438694344,0.17080139308810005,0.8125,0.0,58.453383838177125,0
0.7948999999999999,212.24899999999997,75.27,2,3,0.7,15,2,5,1,0.32763216162124753,0.08740740740740804,1.1333333333333333,10.633577208012662,17.845473971041084,0
2.6512200000000004,266.304,58.120000000000005,1,4,0.26666666666666666,20,1,5,4,0.259040848923194,0.11703703703703683,1.2,10.216698334856808,21.91697760039388,0
